School Year,School ID,Total,# Bilingual,% Bilingual,# SpED,% SpED,# Free/Reduced Lunch,% Free/Reduced Lunch
2017,609705,230,1,0.0043,42,0.1826,223,0.9696
2017,610004,172,3,0.0174,22,0.1279,151,0.8779
2017,610198,498,180,0.3614,85,0.1707,445,0.8936
2017,610188,255,,,32,0.1255,225,0.8824
2017,610132,214,,,5,0.0234,84,0.3925
2017,610315,180,,,26,0.1444,149,0.8278
2017,609917,304,,,39,0.1283,293,0.9638
2017,609800,329,1,0.0030,31,0.0942,300,0.9119
2017,609761,371,,,109,0.2938,345,0.9299
2017,610139,351,9,0.0256,45,0.1282,331,0.9430
2017,609845,464,,,47,0.1013,461,0.9935
2017,610219,887,84,0.0947,74,0.0834,650,0.7328
2017,609739,1410,142,0.1007,202,0.1433,1287,0.9128
2017,609726,916,2,0.0022,55,0.0600,658,0.7183
2017,609856,615,166,0.2699,81,0.1317,516,0.8390
2017,609848,167,,,23,0.1377,155,0.9281
2017,609943,435,,,64,0.1471,422,0.9701
2017,610176,475,1,0.0021,63,0.1326,423,0.8905
2017,610054,799,256,0.3204,90,0.1126,672,0.8411
2017,610225,306,,,53,0.1732,259,0.8464
2017,610199,252,14,0.0556,26,0.1032,193,0.7659
2017,610368,486,6,0.0123,112,0.2305,399,0.8210
2017,610128,241,,,13,0.0539,228,0.9461
2017,609935,884,180,0.2036,118,0.1335,842,0.9525
2017,610208,354,1,0.0028,45,0.1271,329,0.9294
2017,610086,260,1,0.0038,60,0.2308,238,0.9154
2017,609811,295,54,0.1831,65,0.2203,281,0.9525
2017,609762,631,,,130,0.2060,603,0.9556
2017,609902,417,,,52,0.1247,407,0.9760
2017,610091,353,,,41,0.1161,323,0.9150
2017,610586,447,118,0.2640,61,0.1365,403,0.9016
2017,610295,279,1,0.0036,35,0.1254,235,0.8423
2017,609978,374,1,0.0027,49,0.1310,361,0.9652
2017,610364,256,4,0.0156,34,0.1328,252,0.9844
2017,610339,440,8,0.0182,69,0.1568,407,0.9250
2017,610106,603,142,0.2355,92,0.1526,546,0.9055
2017,609883,562,1,0.0018,84,0.1495,503,0.8950
2017,610248,601,171,0.2845,84,0.1398,433,0.7205
2017,610340,549,40,0.0729,101,0.1840,445,0.8106
2017,610499,295,1,0.0034,53,0.1797,286,0.9695
2017,609885,419,13,0.0310,42,0.1002,409,0.9761
2017,610254,438,,,44,0.1005,430,0.9817
2017,610543,1142,142,0.1243,119,0.1042,1075,0.9413
2017,609900,578,12,0.0208,63,0.1090,517,0.8945
2017,610103,647,2,0.0031,77,0.1190,597,0.9227
2017,610274,467,1,0.0021,53,0.1135,463,0.9914
2017,610263,631,,,66,0.1046,627,0.9937
2017,609971,427,,,78,0.1827,385,0.9016
2017,610000,498,2,0.0040,73,0.1466,446,0.8956
2017,610036,473,62,0.1311,49,0.1036,425,0.8985
2017,610053,1160,357,0.3078,107,0.0922,1110,0.9569
2017,609928,366,,,49,0.1339,337,0.9208
2017,610257,391,7,0.0179,54,0.1381,386,0.9872
2017,609806,624,10,0.0160,82,0.1314,613,0.9824
2017,610231,706,21,0.0297,75,0.1062,547,0.7748
2017,610389,386,20,0.0518,89,0.2306,358,0.9275
2017,610021,456,94,0.2061,47,0.1031,410,0.8991
2017,610282,399,17,0.0426,86,0.2155,397,0.9950
2017,610396,1002,294,0.2934,96,0.0958,932,0.9301
2017,609991,657,7,0.0107,103,0.1568,638,0.9711
2017,609851,372,3,0.0081,48,0.1290,365,0.9812
2017,609955,339,1,0.0029,42,0.1239,315,0.9292
2017,609727,558,3,0.0054,134,0.2401,538,0.9642
2017,610172,290,1,0.0034,32,0.1103,286,0.9862
2017,609844,406,,,38,0.0936,383,0.9433
2017,610513,335,6,0.0179,43,0.1284,298,0.8896
2017,609754,293,12,0.0410,39,0.1331,270,0.9215
2017,609760,500,14,0.0280,30,0.0600,452,0.9040
2017,610390,567,15,0.0265,48,0.0847,504,0.8889
2017,609780,841,128,0.1522,66,0.0785,799,0.9501
2017,610304,540,16,0.0296,40,0.0741,517,0.9574
2017,609963,477,16,0.0335,41,0.0860,93,0.1950
2017,610098,882,305,0.3458,120,0.1361,807,0.9150
2017,609837,655,2,0.0031,53,0.0809,516,0.7878
2017,610084,241,5,0.0207,6,0.0249,48,0.1992
2017,609951,506,2,0.0040,57,0.1126,407,0.8043
2017,609820,532,13,0.0244,72,0.1353,81,0.1523
2017,609764,1607,284,0.1767,241,0.1500,1539,0.9577
2017,610076,520,152,0.2923,71,0.1365,453,0.8712
2017,609821,528,5,0.0095,64,0.1212,477,0.9034
2017,610148,997,466,0.4674,96,0.0963,894,0.8967
2017,609753,720,8,0.0111,136,0.1889,321,0.4458
2017,609899,800,44,0.0550,116,0.1450,104,0.1300
2017,610533,1010,364,0.3604,188,0.1861,902,0.8931
2017,609901,515,17,0.0330,54,0.1049,49,0.0951
2017,610073,398,57,0.1432,45,0.1131,218,0.5477
2017,609973,835,407,0.4874,118,0.1413,808,0.9677
2017,610203,1074,344,0.3203,98,0.0912,911,0.8482
2017,610120,1656,648,0.3913,170,0.1027,1561,0.9426
2017,610096,1280,565,0.4414,195,0.1523,1207,0.9430
2017,609958,798,255,0.3195,79,0.0990,701,0.8784
2017,609974,575,12,0.0209,48,0.0835,124,0.2157
2017,610040,1155,653,0.5654,141,0.1221,1046,0.9056
2017,609772,778,190,0.2442,65,0.0835,688,0.8843
2017,610026,682,96,0.1408,156,0.2287,425,0.6232
2017,610520,595,44,0.0739,82,0.1378,230,0.3866
2017,610298,288,6,0.0208,12,0.0417,76,0.2639
2017,609738,2129,64,0.0301,164,0.0770,1142,0.5364
2017,609773,506,32,0.0632,96,0.1897,191,0.3775
2017,610197,520,205,0.3942,94,0.1808,417,0.8019
2017,610177,1062,69,0.0650,61,0.0574,278,0.2618
2017,610312,171,1,0.0058,12,0.0702,155,0.9064
2017,610082,1107,15,0.0136,116,0.1048,190,0.1716
2017,610386,113,15,0.1327,22,0.1947,106,0.9381
2017,609842,1086,556,0.5120,87,0.0801,1033,0.9512
2017,609903,1545,681,0.4408,163,0.1055,1371,0.8874
2017,610291,849,214,0.2521,110,0.1296,750,0.8834
2017,609759,737,68,0.0923,169,0.2293,698,0.9471
2017,610534,488,1,0.0020,27,0.0553,46,0.0943
2017,609990,779,73,0.0937,45,0.0578,183,0.2349
2017,610249,445,245,0.5506,70,0.1573,391,0.8787
2017,609944,368,73,0.1984,40,0.1087,211,0.5734
2017,610363,1564,178,0.1138,141,0.0902,899,0.5748
2017,609680,979,5,0.0051,51,0.0521,308,0.3146
2017,610179,991,217,0.2190,74,0.0747,730,0.7366
2017,609740,378,38,0.1005,105,0.2778,350,0.9259
2017,609755,2112,20,0.0095,148,0.0701,893,0.4228
2017,609678,1819,17,0.0093,136,0.0748,724,0.3980
2017,400009,461,138,0.2993,48,0.1041,320,0.6941
2017,400010,385,24,0.0623,71,0.1844,367,0.9532
2017,400011,550,,,48,0.0873,460,0.8364
2017,400060,482,199,0.4129,52,0.1079,377,0.7822
2017,400172,335,96,0.2866,78,0.2328,323,0.9642
2017,400013,422,121,0.2867,92,0.2180,398,0.9431
2017,400017,537,113,0.2104,67,0.1248,525,0.9777
2017,400115,1107,173,0.1563,182,0.1644,1013,0.9151
2017,400021,522,,,68,0.1303,469,0.8985
2017,400161,315,,,48,0.1524,280,0.8889
2017,400035,600,67,0.1117,56,0.0933,565,0.9417
2017,400036,676,42,0.0621,95,0.1405,460,0.6805
2017,400159,277,133,0.4801,34,0.1227,239,0.8628
2017,400023,501,6,0.0120,48,0.0958,416,0.8303
2017,400024,749,55,0.0734,74,0.0988,702,0.9372
2017,400025,704,115,0.1634,91,0.1293,501,0.7116
2017,400113,288,10,0.0347,62,0.2153,268,0.9306
2017,400027,556,109,0.1960,60,0.1079,290,0.5216
2017,400092,341,1,0.0029,35,0.1026,328,0.9619
2017,400033,1361,10,0.0073,223,0.1639,1242,0.9126
2017,400026,550,1,0.0018,52,0.0945,454,0.8255
2017,400034,908,101,0.1112,201,0.2214,715,0.7874
2017,400028,420,119,0.2833,42,0.1000,377,0.8976
2017,400032,441,1,0.0023,88,0.1995,410,0.9297
2017,400029,482,,,47,0.0975,436,0.9046
2017,400030,531,230,0.4331,72,0.1356,473,0.8908
2017,400031,784,15,0.0191,72,0.0918,658,0.8393
2017,400094,501,74,0.1477,116,0.2315,477,0.9521
2017,400039,421,149,0.3539,60,0.1425,359,0.8527
2017,400171,212,2,0.0094,45,0.2123,187,0.8821
2017,400040,428,,,48,0.1121,384,0.8972
2017,400168,251,10,0.0398,14,0.0558,216,0.8606
2017,400167,668,145,0.2171,97,0.1452,629,0.9416
2017,400104,759,144,0.1897,139,0.1831,744,0.9802
2017,400162,989,99,0.1001,166,0.1678,821,0.8301
2017,400044,883,11,0.0125,107,0.1212,795,0.9003
2017,400163,324,1,0.0031,54,0.1667,303,0.9352
2017,400146,305,2,0.0066,43,0.1410,287,0.9410
2017,400180,185,7,0.0378,17,0.0919,182,0.9838
2017,400045,213,1,0.0047,24,0.1127,189,0.8873
2017,400047,439,5,0.0114,38,0.0866,411,0.9362
2017,400048,451,5,0.0111,55,0.1220,407,0.9024
2017,400111,497,,,47,0.0946,442,0.8893
2017,400165,291,2,0.0069,48,0.1649,273,0.9381
2017,400046,656,6,0.0091,58,0.0884,567,0.8643
2017,400107,493,43,0.0872,59,0.1197,431,0.8742
2017,400151,360,4,0.0111,31,0.0861,319,0.8861
2017,400049,470,,,62,0.1319,423,0.9000
2017,400119,306,,,66,0.2157,292,0.9542
2017,400178,273,1,0.0037,22,0.0806,227,0.8315
2017,400050,485,177,0.3649,85,0.1753,377,0.7773
2017,400157,391,13,0.0332,88,0.2251,372,0.9514
2017,400156,615,8,0.0130,114,0.1854,572,0.9301
2017,400097,1146,94,0.0820,158,0.1379,1011,0.8822
2017,400118,545,6,0.0110,132,0.2422,518,0.9505
2017,400052,1139,7,0.0061,172,0.1510,975,0.8560
2017,400053,654,71,0.1086,101,0.1544,596,0.9113
2017,400117,709,6,0.0085,155,0.2186,615,0.8674
2017,400169,818,101,0.1235,106,0.1296,732,0.8949
2017,400106,864,12,0.0139,179,0.2072,821,0.9502
2017,400098,946,50,0.0529,113,0.1195,802,0.8478
2017,400051,636,56,0.0881,77,0.1211,537,0.8443
2017,400054,1008,93,0.0923,107,0.1062,952,0.9444
2017,400055,649,64,0.0986,101,0.1556,530,0.8166
2017,400056,558,36,0.0645,119,0.2133,532,0.9534
2017,400170,346,23,0.0665,46,0.1329,296,0.8555
2017,400057,909,61,0.0671,120,0.1320,760,0.8361
2017,400179,183,35,0.1913,22,0.1202,168,0.9180
2017,400058,379,,,68,0.1794,367,0.9683
2017,400059,404,,,66,0.1634,394,0.9752
2017,400062,381,1,0.0026,79,0.2073,350,0.9186
2017,400061,481,1,0.0021,86,0.1788,438,0.9106
2017,400066,469,3,0.0064,91,0.1940,422,0.8998
2017,400064,394,10,0.0254,70,0.1777,320,0.8122
2017,400069,445,6,0.0135,61,0.1371,415,0.9326
2017,400071,502,10,0.0199,55,0.1096,442,0.8805
2017,400096,946,220,0.2326,110,0.1163,747,0.7896
2017,400116,293,2,0.0068,44,0.1502,234,0.7986
2017,400078,297,4,0.0135,35,0.1178,236,0.7946
2017,400075,546,5,0.0092,21,0.0385,433,0.7930
2017,400076,363,2,0.0055,25,0.0689,239,0.6584
2017,400077,622,2,0.0032,103,0.1656,513,0.8248
2017,400112,576,256,0.4444,32,0.0556,534,0.9271
2017,400120,569,235,0.4130,50,0.0879,517,0.9086
2017,400081,285,127,0.4456,31,0.1088,268,0.9404
2017,400153,573,305,0.5323,60,0.1047,546,0.9529
2017,400082,558,250,0.4480,73,0.1308,482,0.8638
2017,400114,280,139,0.4964,51,0.1821,238,0.8500
2017,400085,624,126,0.2019,89,0.1426,579,0.9279
2017,400083,384,197,0.5130,44,0.1146,378,0.9844
2017,400089,575,330,0.5739,57,0.0991,549,0.9548
2017,400080,614,277,0.4511,54,0.0879,542,0.8827
2017,400121,736,302,0.4103,94,0.1277,661,0.8981
2017,400084,288,165,0.5729,39,0.1354,274,0.9514
2017,400101,545,247,0.4532,43,0.0789,502,0.9211
2017,400149,630,156,0.2476,92,0.1460,602,0.9556
2017,400079,624,260,0.4167,53,0.0849,559,0.8958
2017,400105,365,,,69,0.1890,287,0.7863
2017,400086,325,1,0.0031,77,0.2369,281,0.8646
2017,400102,271,,,62,0.2288,232,0.8561
2017,400087,248,,,76,0.3065,225,0.9073
2017,400022,603,5,0.0083,42,0.0697,316,0.5240
2017,400091,272,2,0.0074,65,0.2390,250,0.9191
2017,400043,365,4,0.0110,75,0.2055,297,0.8137
2017,400068,448,1,0.0022,45,0.1004,425,0.9487
2017,610555,241,2,0.0083,46,0.1909,233,0.9668
2017,610572,12,,,4,0.3333,12,1.0000
2017,610584,6,,,2,0.3333,6,1.0000
2017,610585,17,,,8,0.4706,17,1.0000
2017,610573,12,,,,,12,1.0000
2017,400147,252,1,0.0040,56,0.2222,238,0.9444
2017,610565,215,1,0.0047,54,0.2512,206,0.9581
2017,400176,190,4,0.0211,50,0.2632,183,0.9632
2017,400175,219,,,41,0.1872,201,0.9178
2017,400148,97,25,0.2577,19,0.1959,90,0.9278
2017,400164,34,5,0.1471,3,0.0882,33,0.9706
2017,400137,134,,,28,0.2090,121,0.9030
2017,610581,119,,,28,0.2353,104,0.8739
2017,610582,118,,,19,0.1610,107,0.9068
2017,610580,202,16,0.0792,39,0.1931,191,0.9455
2017,610566,178,2,0.0112,36,0.2022,162,0.9101
2017,610567,202,,,46,0.2277,178,0.8812
2017,610569,257,16,0.0623,51,0.1984,211,0.8210
2017,610570,461,23,0.0499,80,0.1735,436,0.9458
2017,610571,365,15,0.0411,72,0.1973,346,0.9479
2017,610557,199,20,0.1005,28,0.1407,174,0.8744
2017,610568,250,26,0.1040,38,0.1520,219,0.8760
2017,400173,353,27,0.0765,37,0.1048,328,0.9292
2017,400123,193,,,28,0.1451,185,0.9585
2017,400133,450,4,0.0089,98,0.2178,403,0.8956
2017,400124,214,,,52,0.2430,206,0.9626
2017,400125,200,20,0.1000,35,0.1750,176,0.8800
2017,400126,170,10,0.0588,35,0.2059,165,0.9706
2017,400127,148,2,0.0135,24,0.1622,141,0.9527
2017,400128,221,,,54,0.2443,209,0.9457
2017,400129,186,,,29,0.1559,178,0.9570
2017,400150,192,,,23,0.1198,177,0.9219
2017,400130,187,,,43,0.2299,182,0.9733
2017,400131,200,16,0.0800,49,0.2450,188,0.9400
2017,400134,211,6,0.0284,22,0.1043,189,0.8957
2017,400135,221,18,0.0814,35,0.1584,211,0.9548
2017,400136,127,,,21,0.1654,112,0.8819
2017,400139,340,,,70,0.2059,320,0.9412
2017,400141,207,17,0.0821,31,0.1498,184,0.8889
2017,400143,161,3,0.0186,27,0.1677,150,0.9317
2017,400144,132,2,0.0152,22,0.1667,129,0.9773
2017,400145,260,2,0.0077,60,0.2308,250,0.9615
Network 6,610229,743,44,0.0592,65,0.0875,368,0.4953
Network 4,610038,838,47,0.0561,51,0.0609,122,0.1456
Charter,400009,450,124,0.2756,52,0.1156,343,0.7622
Charter,400010,439,22,0.0501,78,0.1777,423,0.9636
Network 12,610281,558,21,0.0376,59,0.1057,497,0.8907
2016,610185,1308,533,0.4075,195,0.1491,1115,0.8524
2016,609993,481,211,0.4387,42,0.0873,451,0.9376
2016,610513,328,7,0.0213,45,0.1372,289,0.8811
2016,610334,479,11,0.0230,141,0.2944,468,0.9770
2016,400011,569,,,43,0.0756,489,0.8594
2016,610212,286,44,0.1538,37,0.1294,279,0.9755
2016,609720,4055,24,0.0059,183,0.0451,2280,0.5623
2016,610342,598,157,0.2625,65,0.1087,518,0.8662
2016,610209,949,523,0.5511,118,0.1243,835,0.8799
2016,609808,562,1,0.0018,65,0.1157,542,0.9644
2016,609799,1007,43,0.0427,114,0.1132,162,0.1609
2016,609947,482,86,0.1784,50,0.1037,456,0.9461
2016,609963,454,19,0.0419,41,0.0903,100,0.2203
2016,610098,858,310,0.3613,108,0.1259,772,0.8998
2016,609788,308,1,0.0032,36,0.1169,245,0.7955
2016,400012,323,9,0.0279,72,0.2229,309,0.9567
2016,610131,154,40,0.2597,24,0.1558,146,0.9481
2016,610316,260,1,0.0038,22,0.0846,177,0.6808
2016,610339,507,6,0.0118,86,0.1696,466,0.9191
2016,609837,610,,,49,0.0803,477,0.7820
2016,610060,565,49,0.0867,40,0.0708,253,0.4478
2016,609869,373,2,0.0054,46,0.1233,330,0.8847
2016,610084,244,2,0.0082,7,0.0287,54,0.2213
2016,609951,542,2,0.0037,61,0.1125,426,0.7860
2016,610171,665,167,0.2511,79,0.1188,642,0.9654
2016,610037,360,40,0.1111,70,0.1944,356,0.9889
2016,609887,595,3,0.0050,68,0.1143,483,0.8118
2016,609836,833,151,0.1813,113,0.1357,398,0.4778
2016,610268,320,,,32,0.1000,289,0.9031
2016,609941,510,18,0.0353,49,0.0961,439,0.8608
2016,610287,486,40,0.0823,83,0.1708,378,0.7778
2016,400060,456,165,0.3618,45,0.0987,327,0.7171
2016,400172,165,55,0.3333,37,0.2242,162,0.9818
2016,400013,451,127,0.2816,94,0.2084,431,0.9557
2016,400017,532,99,0.1861,62,0.1165,512,0.9624
2016,609820,522,13,0.0249,73,0.1398,80,0.1533
2016,400018,102,1,0.0098,20,0.1961,93,0.9118
2016,610501,122,1,0.0082,34,0.2787,119,0.9754
2016,609786,332,1,0.0030,44,0.1325,297,0.8946
2016,610563,790,102,0.1291,69,0.0873,758,0.9595
2016,610555,307,6,0.0195,54,0.1759,292,0.9511
2016,609871,355,86,0.2423,154,0.4338,113,0.3183
2016,609922,608,330,0.5428,69,0.1135,392,0.6447
2016,609764,1686,262,0.1554,256,0.1518,1623,0.9626
2016,610290,480,1,0.0021,75,0.1563,450,0.9375
2016,610076,566,143,0.2527,74,0.1307,494,0.8728
2016,400074,269,,,24,0.0892,251,0.9331
2016,400072,315,,,37,0.1175,279,0.8857
2016,400073,51,,,12,0.2353,48,0.9412
2016,610175,348,12,0.0345,34,0.0977,282,0.8103
2016,610087,163,71,0.4356,138,0.8466,106,0.6503
2016,610323,359,28,0.0780,97,0.2702,332,0.9248
2016,609969,384,29,0.0755,56,0.1458,284,0.7396
2016,610106,589,134,0.2275,82,0.1392,525,0.8913
2016,610317,518,209,0.4035,44,0.0849,473,0.9131
2016,400019,472,1,0.0021,55,0.1165,423,0.8962
2016,610381,448,8,0.0179,62,0.1384,418,0.9330
2016,609821,552,5,0.0091,70,0.1268,488,0.8841
2016,609827,535,2,0.0037,73,0.1364,448,0.8374
2016,610353,808,455,0.5631,110,0.1361,720,0.8911
2016,610572,15,,,3,0.2000,15,1.0000
2016,610584,1,,,,,1,1.0000
2016,610585,10,,,6,0.6000,10,1.0000
2016,610573,14,,,3,0.2143,13,0.9286
2016,609729,2002,347,0.1733,382,0.1908,1837,0.9176
2016,610039,653,240,0.3675,87,0.1332,551,0.8438
2016,610238,333,3,0.0090,82,0.2462,292,0.8769
2016,609839,479,7,0.0146,80,0.1670,412,0.8601
2016,610345,386,6,0.0155,71,0.1839,329,0.8523
2016,400115,1098,163,0.1485,194,0.1767,995,0.9062
2016,400021,521,,,69,0.1324,471,0.9040
2016,610148,983,464,0.4720,98,0.0997,939,0.9552
2016,609679,1455,86,0.0591,165,0.1134,1382,0.9498
2016,610005,324,1,0.0031,38,0.1173,281,0.8673
2016,609966,479,233,0.4864,96,0.2004,438,0.9144
2016,609879,1038,227,0.2187,157,0.1513,903,0.8699
2016,610366,274,1,0.0036,31,0.1131,215,0.7847
2016,610030,343,2,0.0058,51,0.1487,301,0.8776
2016,609996,496,109,0.2198,55,0.1109,423,0.8528
2016,609833,277,5,0.0181,42,0.1516,229,0.8267
2016,609732,1545,230,0.1489,272,0.1761,1395,0.9029
2016,609875,512,215,0.4199,81,0.1582,440,0.8594
2016,609986,338,7,0.0207,37,0.1095,303,0.8964
2016,609813,228,,,25,0.1096,228,1.0000
2016,609883,577,1,0.0017,88,0.1525,516,0.8943
2016,610194,280,,,31,0.1107,263,0.9393
2016,609897,486,2,0.0041,73,0.1502,419,0.8621
2016,610248,612,180,0.2941,81,0.1324,437,0.7141
2016,610340,542,37,0.0683,98,0.1808,450,0.8303
2016,400161,238,1,0.0042,32,0.1345,211,0.8866
2016,400147,263,,,45,0.1711,231,0.8783
2016,609753,717,7,0.0098,126,0.1757,365,0.5091
2016,400022,605,3,0.0050,42,0.0694,331,0.5471
2016,400035,610,77,0.1262,58,0.0951,570,0.9344
2016,609754,326,6,0.0184,37,0.1135,294,0.9018
2016,400091,328,4,0.0122,74,0.2256,310,0.9451
2016,400036,683,37,0.0542,96,0.1406,489,0.7160
2016,609674,978,9,0.0092,254,0.2597,914,0.9346
2016,609899,776,42,0.0541,108,0.1392,147,0.1894
2016,609705,271,2,0.0074,49,0.1808,270,0.9963
2016,609863,287,98,0.3415,19,0.0662,205,0.7143
2016,400159,224,137,0.6116,22,0.0982,198,0.8839
2016,400023,421,,,44,0.1045,368,0.8741
2016,400024,719,39,0.0542,75,0.1043,641,0.8915
2016,400025,678,106,0.1563,89,0.1313,530,0.7817
2016,400113,225,9,0.0400,54,0.2400,188,0.8356
2016,400027,536,74,0.1381,55,0.1026,314,0.5858
2016,400108,170,,,42,0.2471,161,0.9471
2016,400092,351,3,0.0085,46,0.1311,338,0.9630
2016,400033,1331,4,0.0030,196,0.1473,1178,0.8850
2016,400026,571,1,0.0018,58,0.1016,431,0.7548
2016,400034,879,93,0.1058,176,0.2002,721,0.8203
2016,400028,410,127,0.3098,53,0.1293,374,0.9122
2016,400032,458,1,0.0022,73,0.1594,428,0.9345
2016,400029,453,,,48,0.1060,406,0.8962
2016,400030,502,198,0.3944,70,0.1394,455,0.9064
2016,400031,730,2,0.0027,43,0.0589,601,0.8233
2016,609790,463,,,69,0.1490,384,0.8294
2016,610347,472,36,0.0763,97,0.2055,428,0.9068
2016,610499,355,1,0.0028,74,0.2085,349,0.9831
2016,610170,1183,492,0.4159,107,0.0904,1029,0.8698
2016,400038,95,,,8,0.0842,76,0.8000
2016,609748,290,1,0.0034,58,0.2000,252,0.8690
2016,610004,207,3,0.0145,32,0.1546,193,0.9324
2016,609873,323,1,0.0031,55,0.1703,278,0.8607
2016,610063,779,412,0.5289,68,0.0873,719,0.9230
2016,609804,828,358,0.4324,84,0.1014,688,0.8309
2016,610083,171,66,0.3860,133,0.7778,75,0.4386
2016,610380,265,,,27,0.1019,255,0.9623
2016,609870,550,229,0.4164,69,0.1255,498,0.9055
2016,609835,807,228,0.2825,105,0.1301,751,0.9306
2016,610223,560,9,0.0161,78,0.1393,507,0.9054
2016,610221,322,,,36,0.1118,270,0.8385
2016,609704,916,250,0.2729,188,0.2052,889,0.9705
2016,610402,197,,,6,0.0305,146,0.7411
2016,609885,403,7,0.0174,43,0.1067,394,0.9777
2016,609859,1131,520,0.4598,80,0.0707,911,0.8055
2016,610564,635,5,0.0079,64,0.1008,413,0.6504
2016,610515,416,35,0.0841,33,0.0793,69,0.1659
2016,610077,839,300,0.3576,99,0.1180,707,0.8427
2016,610198,493,176,0.3570,65,0.1318,444,0.9006
